chr	start	end	length	sequence	chip.sample001.tsv	chip.sample002.tsv	chip.sample003.tsv	chip.sample004.tsv	chip.sample005.tsv	chip.sample006.tsv	chip.sample007.tsv	chip.sample008.tsv	chip.sample009.tsv	chip.sample010.tsv
ENSG00000133116	13	33016432	33066145	49713	NA	90	117	123	26	19	27	33	39	291	246
ENSG00000133119	13	33818048	33966558	148510	NA	19	45	70	70	297	140	432	649	169	173
ENSG00000133121	13	33103134	33350630	247496	NA	223	207	292	152	39	86	87	66	1185	844
ENSG00000133124	X	108732481	108736409	3928	NA	0	0	1	0	0	0	0	0	6	7
ENSG00000133131	X	106813870	107000244	186374	NA	74	76	149	74	85	86	78	89	491	425
ENSG00000133134	X	103309345	103311046	1701	NA	18	21	47	43	95	58	44	34	119	86
ENSG00000133135	X	106693793	106796993	103200	NA	152	103	247	2	2	0	1	1	822	678
ENSG00000133136	X	110346702	110346909	207	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000133138	X	106802679	106876145	73466	NA	43	55	97	48	43	52	86	46	372	332
ENSG00000133142	X	103576230	103587736	11506	NA	141	212	430	190	163	138	173	104	1169	858
ENSG00000133169	X	103062650	103064240	1590	NA	2	3	5	0	2	1	7	5	7	15
ENSG00000133193	17	73207352	73236753	29401	NA	31	49	85	115	113	113	146	154	245	175
ENSG00000133195	17	72645948	73092712	446764	NA	42	63	119	121	78	81	77	117	325	296
ENSG00000133216	1	22710838	22921500	210662	NA	33	19	78	125	32	74	58	109	71	97
ENSG00000133226	1	24631715	24673267	41552	NA	303	342	538	444	982	1057	1146	1083	2979	2661
ENSG00000133243	19	1985437	2034881	49444	NA	105	178	221	244	240	227	194	176	671	571
ENSG00000133246	19	8490055	8503112	13057	NA	39	46	70	12	11	14	9	10	350	97
ENSG00000133247	19	55339852	55348120	8268	NA	19	40	53	47	60	49	34	30	181	173
ENSG00000133250	19	8509677	8514164	4487	NA	15	43	40	36	46	34	54	35	93	94
ENSG00000133256	4	625583	670782	45199	NA	14	24	12	69	96	78	96	99	139	120
ENSG00000133265	19	55262230	55280381	18151	NA	30	58	83	102	67	57	78	89	165	233
ENSG00000133275	19	1941148	1981338	40190	NA	76	264	226	344	359	364	369	357	475	556
ENSG00000133302	5	94618346	94739436	121090	NA	16	43	52	89	131	149	114	215	212	174
ENSG00000133313	18	74495815	74523454	27639	NA	609	610	1000	1323	918	903	913	1264	2820	2586
ENSG00000133315	11	63998557	64166106	167549	NA	9	41	29	13	7	6	14	8	58	82
ENSG00000133316	11	62832341	62841809	9468	NA	30	49	53	62	147	113	122	103	248	199
ENSG00000133317	11	63506083	63516774	10691	NA	2	0	10	0	1	2	4	1	9	5
ENSG00000133318	11	63681445	63759891	78446	NA	459	580	1092	617	353	336	460	557	3207	2239
ENSG00000133321	11	63536808	63546462	9654	NA	94	156	254	544	272	201	158	290	749	592
ENSG00000133328	11	63552769	63563383	10614	NA	1	4	2	0	3	0	4	0	4	13
ENSG00000133392	16	15703134	15857033	153899	NA	1384	1146	1364	116	168	659	492	235	9532	7810
ENSG00000133393	16	15865719	15888625	22906	NA	128	112	239	209	272	247	261	428	686	426
ENSG00000133398	5	6371880	6378594	6714	NA	90	98	152	209	225	232	234	243	327	297
ENSG00000133401	5	31639409	32110931	471522	NA	440	357	540	26	24	19	39	37	2703	1806
ENSG00000133422	22	30925129	30968298	43169	NA	81	65	153	207	290	308	251	299	572	415
ENSG00000133424	22	33162225	33922841	760616	NA	78	82	140	97	86	174	145	178	412	381
ENSG00000133433	22	23957413	23961186	3773	NA	7	10	4	3	1	1	3	3	32	41
ENSG00000133454	22	25742143	26031041	288898	NA	0	0	0	7	4	0	3	24	9	3
ENSG00000133460	22	23856702	23886309	29607	NA	20	30	31	52	152	99	152	84	214	157
ENSG00000133466	22	37180166	37199385	19219	NA	29	23	34	64	162	184	149	84	220	154
ENSG00000133475	22	21207972	21227637	19665	NA	2	3	2	0	0	0	0	0	74	16
ENSG00000133477	22	39994948	40043529	48581	NA	1	2	2	0	0	2	0	0	38	70
ENSG00000133488	22	30488912	30505711	16799	NA	60	38	33	0	1	0	0	0	86	123
ENSG00000133519	22	23390605	23402726	12121	NA	8	2	5	4	0	0	1	0	31	42
ENSG00000133561	7	150625374	150632648	7274	NA	474	410	640	1179	886	919	697	675	1519	1628
ENSG00000133574	7	150567276	150573955	6679	NA	298	284	469	1688	1548	1217	934	1265	1328	1201
ENSG00000133597	7	140673152	140696261	23109	NA	48	67	103	113	118	98	105	137	250	206
ENSG00000133606	7	140453039	140479569	26530	NA	431	394	624	749	913	657	708	908	2237	1796
ENSG00000133612	7	151085830	151144436	58606	NA	228	362	487	305	163	208	171	129	1631	1224
ENSG00000133619	7	149714780	149734575	19795	NA	37	30	40	53	62	57	71	45	139	135
ENSG00000133624	7	149547153	149624752	77599	NA	67	66	67	154	304	286	236	214	553	396
ENSG00000133627	7	152759748	152855378	95630	NA	19	16	21	27	45	29	36	26	78	74
ENSG00000133636	12	85874294	85882992	8698	NA	1	1	31	79	79	31	54	146	14	22
ENSG00000133639	12	92140277	92145897	5620	NA	427	489	1082	3480	4581	2594	2142	3341	3170	2065
ENSG00000133640	12	85036313	85263224	226911	NA	1	21	20	0	0	0	3	6	215	490
ENSG00000133641	12	88033845	88050160	16315	NA	53	41	81	88	120	126	141	147	313	195
ENSG00000133657	3	194402671	194498364	95693	NA	284	393	611	541	638	838	1025	1783	2645	1917
ENSG00000133661	10	79937739	79982614	44875	NA	1085	2027	3218	1	0	1	0	0	8548	5057
ENSG00000133665	10	80344744	80368073	23329	NA	1	6	14	1	0	0	0	0	163	147
ENSG00000133678	10	80078645	80092557	13912	NA	26	38	45	67	99	68	66	72	245	223
ENSG00000133687	12	29500839	29784759	283920	NA	141	161	264	98	81	206	128	136	823	311
ENSG00000133703	12	25204788	25250936	46148	NA	168	188	331	239	397	358	506	738	946	768
ENSG00000133704	12	30628987	30695986	66999	NA	288	221	418	419	506	672	576	864	1462	1126
ENSG00000133706	5	146113037	146182660	69623	NA	268	261	518	439	768	707	735	1121	1605	1396
ENSG00000133710	5	148025682	148137289	111607	NA	33	27	27	4	3	3	6	9	102	66
ENSG00000133731	8	81657960	81686693	28733	NA	72	94	137	180	285	214	266	456	521	266
ENSG00000133739	8	85107146	85146076	38930	NA	62	65	135	100	109	94	149	199	539	440
ENSG00000133740	8	85177224	85217158	39934	NA	21	15	25	41	224	114	256	344	137	119
ENSG00000133742	8	85327607	85379014	51407	NA	0	1	5	7	0	1	0	0	1	2
ENSG00000133773	12	82223680	82358805	135125	NA	43	61	126	126	190	184	227	255	450	305
ENSG00000133789	11	9664076	9752991	88915	NA	356	356	666	744	1546	1545	2738	2882	1819	1931
ENSG00000133794	11	13276651	13387266	110615	NA	35	66	189	108	173	231	182	206	340	719
ENSG00000133800	11	10556965	10611689	54724	NA	91	80	877	108	279	269	116	45	1267	1702
ENSG00000133805	11	10308312	10507579	199267	NA	33	53	78	288	304	438	318	392	315	450
ENSG00000133808	11	12276079	12359144	83065	NA	35	46	73	4	3	11	3	3	326	225
ENSG00000133812	11	9778666	10294207	515541	NA	133	109	218	133	83	146	139	119	817	564
ENSG00000133816	11	12094007	12263789	169782	NA	391	489	848	113	98	206	163	231	2435	2042
ENSG00000133818	11	14277925	14364506	86581	NA	79	149	266	134	298	145	382	327	617	530
ENSG00000133835	5	119452442	119637199	184757	NA	571	698	1327	664	619	579	568	859	4252	2843
ENSG00000133858	12	71609471	71667725	58254	NA	217	218	220	514	1133	1154	1116	1119	2207	1435
ENSG00000133863	8	30831543	30890606	59063	NA	1	0	0	0	0	0	1	2	5	1
ENSG00000133872	8	30063011	30083208	20197	NA	955	928	1764	2667	3564	2411	1936	2249	5629	4970
ENSG00000133874	8	33547754	33567125	19371	NA	34	34	70	60	85	73	57	56	219	437
ENSG00000133878	8	33591331	33600106	8775	NA	5	13	13	4	3	3	0	0	27	27
ENSG00000133884	11	65333753	65353249	19496	NA	171	156	263	290	456	388	377	451	971	786
ENSG00000133895	11	64803509	64811294	7785	NA	85	127	149	169	357	230	317	289	463	332
ENSG00000133935	14	75649790	75661189	11399	NA	129	204	300	117	109	122	124	193	1002	577
ENSG00000133937	14	94768215	94770230	2015	NA	0	0	0	5	2	1	4	0	0	0
ENSG00000133943	14	91060332	91225632	165300	NA	229	201	268	288	269	357	299	365	1108	949
ENSG00000133958	14	93333218	93707876	374658	NA	1	3	3	7	3	4	3	9	12	14
ENSG00000133961	14	73275106	73463642	188536	NA	538	477	834	419	472	552	563	688	2697	2089
ENSG00000133962	14	91580695	91780707	200012	NA	0	2	6	6	12	8	4	6	17	20
ENSG00000133980	14	74303068	74360008	56940	NA	1	0	0	0	11	3	5	27	1	1
ENSG00000133983	14	70325080	70359731	34651	NA	15	9	19	19	12	11	13	16	71	37
ENSG00000133985	14	70641786	70675360	33574	NA	35	84	154	136	329	297	294	272	425	282
ENSG00000133997	14	70581256	70600690	19434	NA	33	36	59	91	152	77	122	177	239	224
ENSG00000134001	14	67359996	67386516	26520	NA	150	174	388	398	490	418	514	894	1075	959
ENSG00000134007	14	70522357	70535015	12658	NA	0	1	0	0	0	0	0	1	0	0
ENSG00000134013	8	23297188	23425328	128140	NA	69	36	68	110	158	58	179	179	175	168
ENSG00000134014	8	28089672	28191156	101484	NA	107	90	158	182	293	240	269	445	570	352
ENSG00000134020	8	22713250	23000000	286750	NA	177	313	412	1	4	5	3	4	1213	1134
ENSG00000134028	8	24384284	24406013	21729	NA	1	23	3	1574	443	472	638	1718	12	145
ENSG00000134030	18	48539045	48863217	324172	NA	210	196	342	115	36	77	64	59	1226	909
ENSG00000134042	18	50795119	50825402	30283	NA	1	2	2	7	3	8	7	9	3	1
ENSG00000134046	18	54151600	54224788	73188	NA	279	311	463	687	1090	712	1250	1899	1522	1209
ENSG00000134049	18	47152997	47176374	23377	NA	94	83	234	103	139	105	130	190	525	343
ENSG00000134056	5	69217759	69230129	12370	NA	37	49	135	83	112	40	102	96	318	220
ENSG00000134057	5	69167009	69178245	11236	NA	21	12	33	88	417	137	608	973	68	78
ENSG00000134058	5	69234794	69277430	42636	NA	60	49	83	94	108	106	140	202	272	212
ENSG00000134061	5	67179612	67196799	17187	NA	11	33	32	287	552	751	860	1424	111	77
ENSG00000134070	3	10164864	10243743	78879	NA	23	32	69	72	59	96	58	46	140	132
ENSG00000134072	3	9757341	9769992	12651	NA	1	7	15	2	16	9	16	9	27	18
ENSG00000134077	3	9362841	9386791	23950	NA	68	66	123	153	209	189	296	344	530	413
ENSG00000134086	3	10141007	10152220	11213	NA	117	120	228	334	644	468	681	769	783	566
ENSG00000134107	3	4979115	4985323	6208	NA	455	646	1411	438	340	894	1797	1226	3562	3070
ENSG00000134108	3	5122219	5180912	58693	NA	360	451	751	634	633	556	675	863	2163	1545
ENSG00000134109	3	5187645	5219957	32312	NA	496	552	873	1055	1527	1199	1651	1954	3086	2658
ENSG00000134115	3	1092575	1404217	311642	NA	75	31	107	2	0	1	0	1	328	284
ENSG00000134121	3	196595	409417	212822	NA	149	60	46	184	92	258	230	168	531	398
ENSG00000134138	15	36889203	37101299	212096	NA	67	58	155	70	42	68	48	25	448	464
ENSG00000134146	15	35217344	35546193	328849	NA	21	18	36	36	35	39	66	64	133	109
ENSG00000134152	15	34140673	34210096	69423	NA	104	113	140	116	254	187	250	234	737	492
ENSG00000134153	15	34084016	34101948	17932	NA	117	138	292	291	177	183	170	236	733	534
ENSG00000134160	15	31001060	31161273	160213	NA	1	0	1	1	1	1	0	0	1	1
ENSG00000134183	1	109603266	109619929	16663	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000134184	1	109687813	109709039	21226	NA	0	64	0	0	0	1	0	0	1	1
ENSG00000134186	1	108692322	108701803	9481	NA	232	343	387	738	1752	1260	1464	1311	2041	1615
ENSG00000134193	1	119794017	119811660	17643	NA	0	0	1	0	13	4	13	1	0	2
ENSG00000134198	1	115048010	115089500	41490	NA	63	68	121	35	16	16	34	27	248	468
ENSG00000134200	1	115029823	115034309	4486	NA	2	0	0	0	0	0	0	0	1	5
ENSG00000134201	1	109712254	109775428	63174	NA	69	52	102	66	3	52	37	8	384	229
ENSG00000134202	1	109733931	109741038	7107	NA	86	73	202	40	53	48	52	25	415	252
ENSG00000134207	1	114089290	114153919	64629	NA	0	3	0	2	0	1	0	0	2	1
ENSG00000134215	1	107571159	107965144	393985	NA	74	45	93	295	229	364	279	411	320	236
ENSG00000134216	1	111290861	111320566	29705	NA	2	10	51	0	1	0	0	1	21	72
ENSG00000134222	1	109279555	109283186	3631	NA	11	15	9	30	37	23	51	36	100	27
ENSG00000134240	1	119747995	119768905	20910	NA	8	39	1	0	0	3	2	0	112	106
ENSG00000134242	1	113813810	113871759	57949	NA	36	91	103	272	294	403	365	586	511	316
ENSG00000134243	1	109309567	109397951	88384	NA	830	629	1115	160	58	120	126	102	4905	3105
ENSG00000134245	1	112466540	112530165	63625	NA	50	40	56	10	19	16	28	31	299	171
ENSG00000134247	1	116910056	116990358	80302	NA	76	100	220	130	58	87	95	85	589	631
ENSG00000134248	1	110401248	110407942	6694	NA	43	82	160	124	150	75	181	189	347	312
ENSG00000134249	1	119893532	119896495	2963	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000134250	1	119911552	120069626	158074	NA	622	555	884	916	812	1458	900	1148	4091	3726
ENSG00000134253	1	117111059	117122587	11528	NA	29	11	30	28	15	16	14	6	161	184
ENSG00000134255	1	111139626	111185102	45476	NA	103	101	167	402	583	563	561	565	808	495
ENSG00000134256	1	117001749	117036476	34727	NA	27	48	64	42	44	45	11	21	245	164
ENSG00000134258	1	117143586	117210960	67374	NA	1	4	8	0	0	0	0	0	29	125
ENSG00000134259	1	115285917	115338236	52319	NA	3	2	3	4	0	1	5	0	7	5
ENSG00000134262	1	113894747	113905201	10454	NA	60	58	70	135	280	252	214	199	336	282
ENSG00000134265	18	10525904	10552761	26857	NA	103	169	236	161	291	207	286	319	604	686
ENSG00000134278	18	12446511	12658134	211623	NA	96	129	314	68	26	54	47	62	555	575
ENSG00000134283	12	42238446	42459715	221269	NA	137	156	248	374	694	627	766	1014	822	717
ENSG00000134285	12	48921517	48926474	4957	NA	19	63	52	188	143	130	187	119	162	196
ENSG00000134287	12	48935722	48957551	21829	NA	432	479	824	619	555	580	631	823	2667	2139
ENSG00000134291	12	47963568	47968878	5310	NA	79	75	190	166	303	227	288	417	629	430
ENSG00000134294	12	46358188	46372867	14679	NA	660	951	1213	1937	1787	2218	1789	1974	5153	4312
ENSG00000134297	12	45173063	45216041	42978	NA	24	16	29	19	46	25	25	22	98	59
ENSG00000134308	2	9583971	9631014	47043	NA	702	738	1521	1356	1408	1201	1676	2823	3610	3234
ENSG00000134313	2	8725277	8837630	112353	NA	589	518	823	408	455	674	587	713	2820	2389
ENSG00000134317	2	9951692	10002277	50585	NA	10	16	30	13	12	13	12	16	214	240
ENSG00000134318	2	11179760	11348330	168570	NA	437	409	622	334	385	494	604	674	2542	1831
ENSG00000134321	2	6865805	6898239	32434	NA	108	117	193	81	99	54	73	161	560	870
ENSG00000134323	2	15940563	15947007	6444	NA	8	4	19	7	13	20	13	12	28	5
ENSG00000134324	2	11677594	11827409	149815	NA	147	217	254	455	808	677	751	1052	1014	891
ENSG00000134326	2	6840569	6866635	26066	NA	76	108	137	83	73	42	77	192	423	448
ENSG00000134330	2	9473657	9496543	22886	NA	38	77	109	154	158	126	175	201	416	314
ENSG00000134333	11	18394387	18408425	14038	NA	618	856	1700	1480	1888	1435	2982	5423	3417	3650
ENSG00000134339	11	18239222	18248643	9421	NA	4	0	2	0	0	0	0	1	6	11
ENSG00000134343	11	26309598	26663288	353690	NA	4	6	9	0	0	8	0	7	37	59
ENSG00000134352	5	55935094	55994993	59899	NA	1468	1268	2290	2459	2957	2515	2191	3495	8623	6893
ENSG00000134363	5	53480408	53487134	6726	NA	12	8	31	14	3	41	19	7	130	108
ENSG00000134365	1	196850240	196918972	68732	NA	0	0	0	1	0	0	0	0	0	0
ENSG00000134369	1	201622884	201826969	204085	NA	103	141	242	198	109	242	230	151	712	491
ENSG00000134371	1	193122016	193253901	131885	NA	166	176	310	290	341	387	410	654	1164	745
ENSG00000134375	1	201955490	201970661	15171	NA	90	123	254	249	362	234	392	454	538	500
ENSG00000134376	1	197268203	197478455	210252	NA	3	0	0	2	4	4	2	1	16	17
ENSG00000134389	1	196977555	197009674	32119	NA	0	0	1	0	0	0	0	0	0	0
ENSG00000134398	16	23690308	23713500	23192	NA	1	11	1	0	1	0	1	1	50	74
ENSG00000134419	16	18781294	18790383	9089	NA	27	81	230	101	881	93	583	105	739	318
ENSG00000134438	18	59267034	59274086	7052	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000134440	18	57600655	57622213	21558	NA	361	448	854	822	824	758	941	1226	2302	1651
ENSG00000134443	18	59220167	59230774	10607	NA	1	2	1	0	0	0	0	0	9	16
ENSG00000134444	18	62187257	62307829	120572	NA	121	149	238	318	607	581	600	520	1062	853
ENSG00000134452	10	5890202	5937594	47392	NA	242	224	350	412	460	508	476	544	1187	1040
ENSG00000134453	10	6088986	6117457	28471	NA	331	358	604	490	950	611	1023	1054	1784	1646
ENSG00000134460	10	6010688	6062325	51637	NA	13	12	18	226	293	194	166	405	30	37
ENSG00000134461	10	5861616	5889906	28290	NA	11	21	19	20	30	25	41	35	64	44
ENSG00000134463	10	11742365	11764070	21705	NA	36	51	56	35	28	19	11	37	247	226
ENSG00000134470	10	5937568	5978187	40619	NA	78	136	193	320	87	96	94	132	487	262
ENSG00000134480	5	87391493	87413019	21526	NA	57	66	129	157	191	176	300	343	395	391
ENSG00000134489	18	24460628	24479957	19329	NA	2	4	8	0	2	4	5	2	9	10
ENSG00000134490	18	23197143	23437961	240818	NA	27	28	64	19	33	41	46	75	224	167
ENSG00000134504	18	26454909	26657401	202492	NA	15	20	32	14	10	21	19	22	103	167
ENSG00000134508	18	23134563	23260467	125904	NA	191	165	299	60	12	37	31	26	1002	766
ENSG00000134516	5	169637246	170083382	446136	NA	171	333	379	1291	1670	1893	2036	2586	1298	875
ENSG00000134531	12	13196715	13219939	23224	NA	532	703	1551	239	108	331	481	185	2930	7219
ENSG00000134532	12	23529499	23951032	421533	NA	31	25	45	13	25	38	82	240	287	148
ENSG00000134533	12	15107782	15348675	240893	NA	121	106	142	54	15	55	59	48	572	444
ENSG00000134538	12	21131201	21239246	108045	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000134539	12	10226057	10329600	103543	NA	69	63	90	213	149	78	117	60	306	376
ENSG00000134545	12	10442263	10454685	12422	NA	1	8	12	6	11	8	21	5	26	7
ENSG00000134548	12	21526306	21537377	11071	NA	10	8	14	5	3	9	5	8	64	45
ENSG00000134551	12	10929235	10932341	3106	NA	0	0	0	1	0	0	0	0	2	0
ENSG00000134569	11	46856867	46918642	61775	NA	154	58	104	15	1	13	7	3	410	481
ENSG00000134571	11	47331396	47352702	21306	NA	5	1	10	9	8	19	11	11	6	22
ENSG00000134574	11	47214464	47239240	24776	NA	104	96	115	209	262	269	270	289	753	559
ENSG00000134575	11	47239301	47248906	9605	NA	95	115	197	506	207	272	199	340	396	533
ENSG00000134588	X	133024630	133097109	72479	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000134590	X	135032365	135033546	1181	NA	148	184	313	145	97	81	108	79	778	693
ENSG00000134594	X	130171648	130184870	13222	NA	0	3	4	43	56	32	43	62	13	11
ENSG00000134595	X	140502986	140505503	2517	NA	0	0	0	1	0	0	0	0	0	0
ENSG00000134597	X	130401968	130413343	11375	NA	27	58	95	113	145	99	143	140	346	242
ENSG00000134602	X	132023264	132075943	52679	NA	55	87	172	247	507	494	508	713	309	217
ENSG00000134612	11	89639226	89698718	59492	NA	0	0	0	0	0	0	0	0	0	2
ENSG00000134627	11	94543839	94621421	77582	NA	12	10	15	45	51	58	62	75	70	65
ENSG00000134640	11	92969719	92985066	15347	NA	0	0	0	0	0	0	0	2	0	0
ENSG00000134644	1	30931505	31065991	134486	NA	381	318	540	594	703	755	675	846	2267	1795
ENSG00000134668	1	31790421	31816051	25630	NA	29	24	45	7	0	2	3	1	56	88
ENSG00000134684	1	32775236	32818153	42917	NA	188	241	429	474	534	421	594	903	987	863
ENSG00000134686	1	33323622	33431052	107430	NA	378	394	611	764	369	368	325	498	1630	1728
ENSG00000134690	1	37692417	37709719	17302	NA	14	7	21	47	249	82	338	563	33	29
ENSG00000134697	1	37566815	37595935	29120	NA	121	144	271	210	303	263	379	503	648	751
ENSG00000134698	1	35808171	35857890	49719	NA	234	253	369	270	256	323	306	344	1623	1191
ENSG00000134709	1	59814785	59876378	61593	NA	41	77	136	52	132	145	136	95	526	412
ENSG00000134716	1	59893307	59926790	33483	NA	4	9	7	5	3	3	1	5	54	86
ENSG00000134717	1	52056124	52090716	34592	NA	90	137	289	291	305	295	433	598	875	638
ENSG00000134744	1	52408281	52553487	145206	NA	150	143	213	295	836	838	877	1056	1074	959
ENSG00000134748	1	52404563	52420839	16276	NA	174	187	327	329	660	521	686	786	1178	967
ENSG00000134755	18	31058839	31102415	43576	NA	119	103	234	128	79	91	129	127	666	420
ENSG00000134757	18	31447794	31478702	30908	NA	1	0	1	1	0	1	2	2	12	11
ENSG00000134758	18	32091854	32131561	39707	NA	85	79	206	248	352	330	380	473	540	440
ENSG00000134759	18	36129443	36180556	51113	NA	199	195	357	393	603	608	537	610	1513	1192
ENSG00000134760	18	31318088	31357029	38941	NA	0	0	0	0	0	0	2	3	0	0
ENSG00000134762	18	30990007	31042815	52808	NA	1	2	17	1	10	13	13	25	14	19
ENSG00000134765	18	31129235	31162856	33621	NA	0	0	0	4	8	16	16	4	1	0
ENSG00000134769	18	34493289	34891844	398555	NA	78	44	81	49	17	40	63	27	378	320
ENSG00000134775	18	36297713	36780055	482342	NA	6	9	15	16	12	24	19	13	90	207
ENSG00000134779	18	36777646	36829216	51570	NA	175	211	357	189	250	269	372	492	1322	810
ENSG00000134780	11	61680432	61747001	66569	NA	38	33	51	28	8	23	21	13	133	138
ENSG00000134802	11	57406953	57427580	20627	NA	93	91	176	91	91	75	154	103	515	342
ENSG00000134809	11	57528462	57530803	2341	NA	12	17	56	96	156	54	106	96	133	110
ENSG00000134812	11	59829267	59845501	16234	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000134815	19	47349280	47382704	33424	NA	34	69	73	106	109	158	85	131	248	212
ENSG00000134817	11	57233576	57237314	3738	NA	102	82	158	161	124	350	289	91	585	187
ENSG00000134824	11	61792979	61867354	74375	NA	156	199	377	143	135	208	241	383	1006	598
ENSG00000134825	11	61768500	61792802	24302	NA	17	54	140	80	156	46	136	60	296	215
ENSG00000134827	11	59852799	59866575	13776	NA	2	0	4	2	4	3	3	5	3	4
ENSG00000134830	19	47332146	47347327	15181	NA	12	20	29	37	12	12	24	7	66	66
ENSG00000134851	4	55395956	55453397	57441	NA	205	274	496	450	368	341	463	531	1121	1397
ENSG00000134852	4	55427902	55547138	119236	NA	109	119	246	131	124	269	162	178	959	615
ENSG00000134853	4	54229096	54298247	69151	NA	382	253	310	352	89	255	158	135	1680	890
ENSG00000134864	13	100530163	100589528	59365	NA	4	9	15	18	19	17	29	41	41	36
ENSG00000134871	13	110305811	110513027	207216	NA	1944	1805	2712	1548	350	670	1055	579	7052	5691
ENSG00000134873	13	95433603	95579759	146156	NA	1	1	3	0	1	1	2	0	4	6
ENSG00000134874	13	95578201	95644703	66502	NA	43	52	69	105	61	112	134	158	378	398
ENSG00000134882	13	99200773	99386434	185661	NA	118	144	241	393	376	384	339	473	707	659
ENSG00000134884	13	106541672	106568164	26492	NA	945	943	1127	881	2763	1850	2393	1524	6171	4673
ENSG00000134897	13	102799048	102841535	42487	NA	46	56	68	84	52	46	66	68	357	218
ENSG00000134899	13	102844843	102876001	31158	NA	28	73	94	107	217	142	163	132	393	218
ENSG00000134900	13	102597002	102679958	82956	NA	201	234	315	377	715	716	876	951	1393	1255
ENSG00000134901	13	102784280	102799007	14727	NA	26	23	54	40	18	24	29	42	129	63
ENSG00000134905	13	110641411	110713603	72192	NA	136	127	185	217	400	385	341	361	634	577
